Collection_Code,Formula,Prototype
638387,NdH2,Fluorite#CaF2
150506,SmGe2,ThSi2
630903,ErOs2,Laves(2H)#MgZn2
647553,TiO2,Rutile#TiO2
107338,D2O,H2O(Ih)
9193,CdI2,CdI2(hP24)
44792,CdI2,CdI2(hP12)
759779,MgF2,CaCl2
645422,NbSi2,CrSi2
26671,ThSe2,Co2Si
93974,SiO2,Quartz(low)#SiO2
197059,Nd2In,Ni2In#Co1.75Ge
653254,Th2Zn,CuAl2
609628,YAl2,Laves(cub)#MgCu2
106754,TbGa2,AlB2
150512,HfRe2,Laves(2H)#MgZn2
104143,Gd2Tl,Ni2In#Co1.75Ge
186632,FeSb2,Marcasite#FeS2(oP6)
645350,NbSb2,NbSb2
18172,SiO2,Quartz(low)#SiO2
25595,Ca2Si,TiNiSi#MgSrSi
636221,Gd2Pt,TiNiSi#MgSrSi
636547,Hf2Ge,CuAl2
280364,SiO2,Zeolite-ZSM-5(Pnma)-frame#Si96O192
42268,CdI2,CdI2(hR6)
161136,SiNi2,TiNiSi#MgSrSi
53365,DyH2,Fluorite#CaF2
168674,DySn2,ZrSi2
51572,TaSe2,TaSe2(aP39)
104976,Mn2Sn,Ni2In#Co1.75Ge
142923,TiO2,Rutile#TiO2
616683,HfBi2,TiAs2
639660,HoS2,PrOI
108194,W2C,Fe2N-zeta
15442,ThCu2,SmNiSb
202367,WS2,MoS2(3R)
37185,SrSi2,ThSi2
638230,LaH2,Fluorite#CaF2
184186,NdMn2,NdMn2Hx(Cmcm)
42532,Ni2B,CuAl2
248520,CaSi2,EuGe2#PtTe2
614902,NbB2,AlB2
42254,CdI2,CdI2(hP15)
9024,CdI2,CdI2(hP21)
637665,PuGe2,ThSi2
621013,CeFe2,Laves(cub)#MgCu2
42240,CdI2,CdI2(hP42)
637671,ReGe2,OsGe2
23872,GeAs2,GeAs2
633417,ScFe2,Laves(4H)#MgNi2
257372,Li2O,Fluorite#CaF2
82702,UGe2,UGe2
635700,Zr2Ga,CuAl2
248534,CaSi2,ThSi2
102485,HoCo2,Laves(cub)#MgCu2
184192,NdMn2,NdMn2Hx(Cmcm)
170775,LaMg2,Laves(cub)#MgCu2
629329,CuTe2,Pyrite#FeS2(cP12)
42526,Ta2Si,CuAl2
101167,EuSi2,ThSi2
651279,TmS2,PrOI
9965,V2C,Fe2N-zeta
184179,NdMn2,NdMn2Hx(Cmcm)
105301,NdZn2,CeCu2
635933,GdMn2,Laves(cub)#MgCu2
58595,SrAu2,CeCu2
602147,P2Pt,Pyrite#FeS2(cP12)
16822,Ge2Mo,Co2Si
652016,ThSe2,Cotunnite#PbCl2
659143,He2Ne,Laves(2H)#MgZn2
650601,ScRu2,Laves(2H)#MgZn2
109249,ThRe2,Laves(2H)#MgZn2
63271,SbO2,Cervantite#Sb2O4
637856,GeSe2,GeS2(HT)
155244,SiO2,Cristobalite#SiO2
16836,CrSi2,CrSi2
68442,Ag2F,Ag2F
614731,MnB2,AlB2
602153,ErMn2,Laves(2H)#MgZn2
237337,VO2,Rutile#TiO2
159330,SrI2,SrI2
651245,Tl2S,Tl2S
150472,BaGa2,AlB2
32770,HfO2,Baddeleyite#ZrO2(mP12)
104989,TiMn2,Laves(2H)#MgZn2
626967,ZrCr2,Laves(cub)#MgCu2
42283,CdI2,CdI2(hP24)
44194,CrB2,AlB2
103980,TbGa2,AlB2
653446,ZrW2,Laves(cub)#MgCu2
123107,ZrO2,Zirconia#ZrO2(HT)
622730,ErCo2,Laves(cub)#MgCu2
58032,NdAl2,Laves(cub)#MgCu2
52279,MgI2,CdI2(hP3)
639476,HoNi2,Laves(cub)#MgCu2
252746,CaC2,CaC2-III(C12/m1)
630452,ErFe2,Laves(cub)#MgCu2
58754,Be2W,Laves(2H)#MgZn2
632245,Hf2Fe,Ti2Ni
56779,YbBr2,PbO2#Fe2N.94
198785,Nb2C,hcp(filled)#Nb2N
611488,ThAs2,Co2Si
252752,CaC2,CaC2-III(C12/m1)
15126,BaSi2,BaSi2(oP24)
31090,CO2,CO2(cP12)
158589,GeO2,Rutile#TiO2
609589,UAl2,Laves(cub)#MgCu2
631016,ErRh2,Laves(cub)#MgCu2
621205,CeGe2,GdSi1.4
56023,Li2S,Fluorite#CaF2
40899,SiO2,SiO2(C2221)
102693,TbCo2,Laves(cub)#MgCu2
632279,HoFe2,Laves(cub)#MgCu2
625705,ZrCo2,Laves(cub)#MgCu2
198975,HoAu2,AlCr2#MoSi2
42730,Si2Os,FeSi2(oS48)
169032,SnO2,Rutile#TiO2
169026,TbAl2,Laves(cub)#MgCu2
42724,NiSb2,Marcasite#FeS2(oP6)
193834,VB2,AlB2
170577,Ti2Sb,Ti2Sb
624369,NdCo2,Laves(cub)#MgCu2
638740,HfO2,Baddeleyite#ZrO2(mP12)
193161,SiO2,Coesite#SiO2
197307,Tl2Pt,CuAl2
644476,Te2Mo,MoS2(4H)
633826,TbFe2,Laves(cub)#MgCu2
15697,ScO2,FeOOH
65370,SiO2,Coesite#SiO2
607229,DyAl2,Laves(cub)#MgCu2
150658,NbCr2,Laves(cub)#MgCu2
421524,B2Ru,RuB2
26249,TaSe2,TaSe2(P63mc)
652566,YSi2,AlB2
174088,Ag2O,Cuprite#Cu2O
31053,MgO2,Brucite#Mg(OH)2
605358,HoAg2,AlCr2#MoSi2
649146,Zr2Pd,CuZr2
198008,PrSi2,ThSi2
199316,FeSn2,CuAl2
167962,TiO2,Rutile#TiO2
651721,VSb2,CuAl2
171866,MnO2,MnO2
649608,SiPt2,ZrNiAl#Fe2P
71339,NbSe2,NbS2(SmS)1.19_misfit(NbS2_part)
66645,CuCl2,CuCl2
634813,NdGa2,AlB2
199470,DyRe2,Laves(2H)#MgZn2
37378,CdI2,"CdI2(hP24,P63mc)"
20604,SiO2,Rutile#TiO2
615611,TmB2,AlB2
246900,CrO2,Rutile#TiO2
30417,VB2,AlB2
102644,ScCo2,Laves(cub)#MgCu2
645026,Na2Se,Fluorite#CaF2
610769,LaAs2,NdAs2
54185,CaC2,CaC2-III(C12/m1)
24304,ScO2,Diaspore#AlO(OH)
425018,SmO2,YOOH
36700,ZrO2,Fluorite#CaF2
199302,PuRh2,Laves(cub)#MgCu2
418398,B2Mo,CaSi2(hR6)
54184,CaC2,CaC2-II(C12/c1)#ThC2
44397,FeCl2,CdCl2(3R)
102645,ScCo2,Laves(cub)#MgCu2
30416,CrB2,AlB2
246901,CrO2,Rutile#TiO2
37379,CdI2,CdI2(hP30)
196756,RbO2,CaC2-I(I4/mmm)
36701,ZrO2,Baddeleyite#ZrO2(mP12)
646248,PrNi2,Laves(cub)#MgCu2
184420,SnO2,Rutile#TiO2
648271,V2P,TiNiSi#MgSrSi
167963,TiO2,Rutile#TiO2
658062,TiH2,Fluorite#CaF2
30364,WN2,Sr2N
103229,ErGa2,SmNiSb
58972,EuCd2,CeCu2
199471,HoRe2,Laves(2H)#MgZn2
643442,MnS2,Pyrite#FeS2(cP12)
171867,MnO2,Li.5TiO2
105116,ZrMo2,Laves(cub)#MgCu2
632293,HoFe2,Laves(2H)#MgZn2
601659,NbSi2,CrSi2
619016,UC2,CaC2-I(I4/mmm)
621589,CeNi2,Laves(cub)#MgCu2
150659,TaCr2,Laves(cub)#MgCu2
649147,ZrPd2,AlCr2#MoSi2
609563,TmAl2,Laves(cub)#MgCu2
652201,YbSe2,PrOI
174089,Ag2O,Cuprite#Cu2O
412689,EuMg2,Laves(2H)#MgZn2
198021,Th2In,CuAl2
633827,TbFe2,Laves(cub)#MgCu2
103215,ErFe2,Laves(cub)#MgCu2
634190,ZrFe2,Laves(cub)#MgCu2
610026,CoAs2,FeAsS#CoSb2
193160,SiO2,Coesite#SiO2
65371,SiO2,Coesite#SiO2
15696,AlO2,FeOOH
42916,HfAs2,ZrAs2
633199,PuFe2,Laves(cub)#MgCu2
612157,MnAu2,AlCr2#MoSi2
77946,Sb2Pt,Pyrite#FeS2(cP12)
652598,YbSi2,AlB2
638027,ThGe2,ZrGa2
1109,SiO2,SiO2(mS144)
14205,N2Cl,N2H5Cl
106386,CeFe2,Laves(cub)#MgCu2
40898,SiO2,SiO2(C2221)
105843,YPt2,Laves(cub)#MgCu2
657392,SmSn2,UGe2
609588,UAl2,Laves(cub)#MgCu2
630309,DySi2,GdSi1.4
198974,DyAu2,AlCr2#MoSi2
25782,CdBr2,CdI2(hP6)
620654,CeCo2,Laves(cub)#MgCu2
630447,ErFe2,Laves(cub)#MgCu2
252753,CaC2,CaC2-I(I4/mmm)
37386,CdI2,"CdI2(hR12,R3-m)"
102862,ZrCr2,Laves(2H)#MgZn2
198784,Mo2C,hcp(filled)#Nb2N
58027,NdAl2,Laves(cub)#MgCu2
634147,ZrFe2,Laves(cub)#MgCu2
100913,CoTe2,Pyrite#FeS2(cP12)
659383,In2Ag,CuAl2
31085,CO2,CO2(cP12)
123106,ZrO2,Zirconia#ZrO2(HT)
36932,Li2S,Ni2In#Co1.75Ge
4059,FeCl2,CdCl2(3R)
43413,TiTe2,CdI2(hP3)
34843,MoAs2,OsGe2
252747,CaC2,CaC2-I(I4/mmm)
42282,CdI2,CdI2(hR42)
32765,HfO2,Baddeleyite#ZrO2(mP12)
626966,ZrCr2,Laves(2H)#MgZn2
104988,TiMn2,Laves(2H)#MgZn2
76127,Cr2B,CuAl2
181028,CeO2,Fluorite#CaF2
653447,ZrW2,Laves(cub)#MgCu2
154601,TiO2,Anatase#TiO2
150473,SrGa2,AlB2
658260,HoFe2,Laves(cub)#MgCu2
42296,CdI2,CdI2(hR27)
601315,TiS2,CdI2(hP3)
32771,HfO2,Baddeleyite#ZrO2(mP12)
638594,Hf2Mn,Ti2Ni
197110,MgNi2,Laves(4H)#MgNi2
155245,SiO2,Cristobalite#SiO2
612427,TmAu2,AlCr2#MoSi2
38274,ReSi2,ReSi2
602152,HoMn2,Laves(2H)#MgZn2
31536,CdBr2,CdI2(hR6)
247821,Ag2O,Cuprite#Cu2O
604523,Ti2Ni,Ti2Ni
68443,Ag2F,Ag2F
605629,AgP2,CuP2
635932,GdMn2,Laves(2H)#MgZn2
184178,NdMn2,NdMn2Hx(C2/m11)
650166,ThRe2,Laves(2H)#MgZn2
108142,MgCu2,Laves(cub)#MgCu2
23640,SrS2,SrS2
105466,YbNi2,Laves(cub)#MgCu2
104778,LiPt2,Laves(cub)#MgCu2
163708,Mg2Si,Fluorite#CaF2
638543,YbH2,Fluorite#CaF2
15319,Ti2S,Ta2P
106184,TiZn2,Laves(2H)#MgZn2
52052,GePd2,ZrNiAl#Fe2P
42241,CdI2,CdI2(hP42)
621012,CeFe2,Laves(cub)#MgCu2
42527,BMo2,CuAl2
184193,NdMn2,NdMn2Hx(Cmcm)
40330,NiSe2,Pyrite#FeS2(cP12)
642589,LuSb2,HoSb2
248535,CaSi2,ThSi2
103956,ScGa2,ZrGa2
248521,CaSi2,EuGe2#PtTe2
96004,CuO2,Ca1-xCuO2(CuO2-part)
641094,ThIr2,Laves(cub)#MgCu2
184187,NdMn2,Laves(2H)#MgZn2
626769,CrSi2,CrSi2
9025,CdI2,CdI2(hP24)
42255,CdI2,CdI2(hP18)
621006,CeFe2,Laves(cub)#MgCu2
625260,CoSn2,CuAl2
645594,NdNi2,Laves(cub)#MgCu2
23697,TiO2,Rutile#TiO2
636552,HfGe2,ZrSi2
41774,Ta2H,Ta2H(oS6)
104977,Mn2Sn,Ni2In#Co1.75Ge
142922,TiO2,Anatase#TiO2
199698,Sb2Pt,Pyrite#FeS2(cP12)
612382,TbAu2,AlCr2#MoSi2
41012,ZrO2,ZrO2(oP12)
202366,WS2,MoS2(4H)
15443,ThAg2,CaHg2
150498,ThMg2,Laves(4H)#MgNi2
621984,CeRu2,Laves(cub)#MgCu2
190870,SrGa2,AlB2
16638,MgF2,Rutile#TiO2
168675,DySn2,ZrSi2
44618,CaF2,Fluorite#CaF2
161137,SiNi2,TiNiSi#MgSrSi
42269,CdI2,CdI2(hR9)
280365,SiO2,Zeolite-ZSM-5(P21/n)
22402,Li2O,Fluorite#CaF2
609629,YAl2,Laves(cub)#MgCu2
78718,Au2S,Cuprite#Cu2O
186633,FeSb2,Marcasite#FeS2(oP6)
196420,ErNi2,Laves(cub)#MgCu2
150513,HfOs2,Laves(2H)#MgZn2
638392,TbNi2,MgCu2(filled)-frame
630902,ErOs2,Laves(2H)#MgZn2
657999,Sc2Ir,Ti2Ni
186627,FeSb2,Marcasite#FeS2(oP6)
93975,SiO2,Quartz(high)#SiO2
759778,MgF2,CaCl2
102241,CeOs2,Laves(cub)#MgCu2
44793,CdI2,CdI2(hP15)
9192,CdI2,CdI2(hP24)
20229,MnO2,Rutile#TiO2
423722,SrN2,CaC2-I(I4/mmm)
31324,TiO2,Rutile#TiO2
759750,SnO2,CaCl2
77371,VSi2,CrSi2
25351,Ba2Ge,TiNiSi#MgSrSi
646102,Ni2P,ZrNiAl#Fe2P
81381,SiO2,SiO2(mS24)
621199,CeGe2,ThSi2
24729,BaO2,KO2
52867,D2Ce,Fluorite#CaF2
679494,CeO2,Fluorite#CaF2
198431,LaRu2,Laves(cub)#MgCu2
197702,PuAl2,Laves(cub)#MgCu2
197716,ThSi2,ThSi2
645379,NbSe2,TaSe2
62768,VF2,Rutile#TiO2
659988,TaSe2,MoS2(3R)
193570,MgNi2,MgNi2D3
158601,GeO2,CaCl2
35156,LiO2,LiOHH2O
647208,NpSb2,SmSb2
658328,Sn2Pt,Fluorite#CaF2
161080,PbF2,Cotunnite#PbCl2
155325,TaTe2,NbTe2
759744,SnO2,CaCl2
31330,TiO2,Rutile#TiO2
42335,Cr2As,Cu2Sb
639729,HoSi2,AlB2
410317,SrC2,CaC2-I(I4/mmm)
106796,HoSi2,AlB2
42453,Ca2Si,TiNiSi#MgSrSi
73856,VO2,VO2(HT)
659963,PtS2,BaSi2#EuGe2
635675,YbGa2,CaIn2
248441,MgB2,AlB2
625466,TiCo2,Laves(4H)#MgNi2
635661,YGa2,AlB2
625472,Ti2Co,Ti2Ni
84574,GeO2,Rutile#TiO2
608286,LaAl2,Laves(cub)#MgCu2
636368,GdSb2,SmSb2
42321,CdI2,CdI2(hR36)
44750,Ta2H,"(Ti,V,Mn)2D1+x"
609826,AmTe2,PrOI
28846,TbO2,Fluorite#CaF2
2004,BaS2,BaS2
43017,W2C,Fe2N-zeta
36488,CdI2,CdI2(hP36)
615599,TiB2,AlB2
626153,HfCr2,Laves(cub)#MgCu2
106972,TmMg2,Laves(2H)#MgZn2
24926,VO2,Rutile#TiO2
639067,LaHg2,Cd2Ce
624988,CoSe2,Pyrite#FeS2(cP12)
759787,MgF2,CaCl2
625328,TaCo2,Laves(cub)#MgCu2
602797,NdSb2,SmSb2
607837,Gd2Al,Co2Si
636432,GdSi2,AlB2
86439,MgCl2,CdCl2(3R)
80048,ZrO2,Baddeleyite#ZrO2(mP12)
43003,SnS2,CdI2(hP6)
607360,ErAl2,Laves(cub)#MgCu2
651126,TbS2,CaSb2
89285,SiO2,Quartz(high)#SiO2
60433,Li2Se,Fluorite#CaF2
123099,ZrO2,Zirconia#ZrO2(HT)
201280,MoI2,Mo6Cl12
104426,HoNi2,Laves(cub)#MgCu2
601077,Ni2P,ZrNiAl#Fe2P
629923,DyMn2,Laves(cub)#MgCu2
640995,SiIr2,Co2Si
618526,NdC2,CaC2-I(I4/mmm)
24265,PbI2,CdCl2(3R)
56195,YbH2,Fluorite#CaF2
644259,MoS2,NbS2(hP6)
641321,K2S,Fluorite#CaF2
638184,HfV2,MgCu2(filled)-frame
647750,OsS2,Pyrite#FeS2(cP12)
89291,SiO2,Quartz(high)#SiO2
79638,GeO2,Quartz(low)#SiO2
60369,CaF2,Fluorite#CaF2
56803,Ho2C,CdCl2(3R)
68735,MnF2,Rutile#TiO2
646466,ScNi2,Laves(cub)#MgCu2
650204,YbRe2,Laves(2H)#MgZn2
650562,Zr2Rh,CuAl2
617629,ErC2,CaC2-I(I4/mmm)
610146,Cr2As,Cu2Sb
652375,TbSi2,AlB2
633947,Ti2Fe,Ti2Ni
644517,ZrMo2,Laves(cub)#MgCu2
241840,CeO2,Fluorite#CaF2
40907,B2Mo,CaSi2(hR6)
103361,DyRh2,Laves(cub)#MgCu2
603890,FeSi2,FeSi2(oS48)
648339,PaSb2,PrOI
649027,Th2Pd,CuAl2
183207,Cs2S,TiNiSi#MgSrSi
656107,CeCo2,Laves(cub)#MgCu2
158365,SnPd2,Co2Si
607348,ErAl2,Laves(cub)#MgCu2
150739,ScCo2,Laves(cub)#MgCu2
104368,YHg2,CaHg2
612023,In2Au,Fluorite#CaF2
38116,CdI2,CdI2(hP6)
58609,UAu2,Cd2Ce
645190,NbPd2,MoPt2
642827,Mg2Si,Fluorite#CaF2
53984,PbF2,Fluorite#CaF2
679669,CaF2,Fluorite#CaF2
169635,TiO2,Rutile#TiO2
633760,FeSn2,CuAl2
102094,CeCo2,Laves(cub)#MgCu2
105937,SrRh2,Laves(cub)#MgCu2
56156,NiSe2,Pyrite#FeS2(cP12)
638621,HfMo2,Laves(cub)#MgCu2
409450,CuBr2,CuCl2
64682,Te2Au,AuTe2
53990,CdO2,Brucite#Mg(OH)2
626379,NbCr2,Laves(2H)#MgZn2
180901,SiO2,Cristobalite#SiO2
41402,SrF2,Fluorite#CaF2
169609,TiH2,ThH2
53012,Ta2Co,Co2Ta4N5
629710,DyGa2,AlB2
151382,MgZn2,Laves(2H)#MgZn2
93550,SiO2,Rutile#TiO2
58147,AlRe2,CuZr2
57512,BaAl2,Laves(cub)#MgCu2
423291,Pr2Sb,La2Sb
198804,Ti2Ni,Ti2Ni
58619,Yb2Au,TiNiSi#MgSrSi
53994,CoO2,Brucite#Mg(OH)2
169625,TiO2,Rutile#TiO2
102084,YCd2,Cd2Ce
56152,MnO2,Brucite#Mg(OH)2
28498,RhO2,Rutile#TiO2
105927,SmRh2,Laves(cub)#MgCu2
169631,TiO2,Rutile#TiO2
53980,BaF2,Fluorite#CaF2
625660,YbCo2,Laves(cub)#MgCu2
34933,SiO2,Cristobalite#SiO2
102906,Ga2Cu,FeSi2
198838,CeSi2,ThSi2
41374,PtSe2,BaSi2#EuGe2
31693,BCl2,ClO2
41412,SiO2,Quartz(low)#SiO2
633994,TmFe2,Laves(cub)#MgCu2
632452,LuFe2,Laves(cub)#MgCu2
638619,HfMo2,Laves(cub)#MgCu2
14349,Te2Mo,MoTe2
180905,SiO2,SiO2(mP24)
85322,ZrO2,Zirconia#ZrO2(HT)
632446,LuFe2,Laves(cub)#MgCu2
632320,HoFe2,Laves(cub)#MgCu2
647967,P2Pt,Pyrite#FeS2(cP12)
34927,SiO2,Cristobalite#SiO2
150932,UAl2,Laves(cub)#MgCu2
647754,Sb2Os,Marcasite#FeS2(oP6)
638180,HfV2,MgCu2(filled)-frame
56191,VH2,Fluorite#CaF2
198179,PrO2,Fluorite#CaF2
652359,TbSi2,AlB2
100888,TiS2,CdI2(hP3)
618522,NdC2,CaC2-I(I4/mmm)
76255,UP2,UP2#UAs2
613477,CrB2,AlB2
60437,Na2Te,Fluorite#CaF2
102735,YbCo2,Laves(cub)#MgCu2
40081,MoS2,MoS2(3R)
643526,Mn2Sb,Cu2Sb
644249,MoS2,MoS2(3R)
15916,ZnCl2,SiS2
89281,SiO2,Quartz(low)#SiO2
608057,Th2Al,Zr2NiHx-frame
652403,ThSi2,ThSi2
198623,CoS2,Pyrite#FeS2(cP12)
642610,LuSi2,AlB2
85493,TiO2,Rutile#TiO2
103403,EuMg2,Laves(2H)#MgZn2
626382,NbCr2,Laves(2H)#MgZn2
656103,DyMg2,Laves(2H)#MgZn2
609407,SrAl2,CeCu2
604123,NpAl2,Laves(cub)#MgCu2
197276,HfGa2,HfGa2
58180,Th2Al,CuAl2
260652,CaHg2,CaHg2
40903,SiO2,Tridymite#SiO2
198151,ZrB2,AlB2
31122,TiO2,Brookite#TiO2
24249,SrO2,CaC2-I(I4/mmm)
607358,ErAl2,Laves(cub)#MgCu2
31644,NpSi2,ThSi2
612033,In2Au,Fluorite#CaF2
653286,U2Ti,CaHg2
42325,Mn2Sb,Cu2Sb
647595,UO2,Fluorite#CaF2
106786,Hg2Rh,Hg2Pt
391330,Fe2B,CuAl2
56422,CaCl2,Rutile#TiO2
652832,YSn2,ZrSi2
621604,CeNi2,Laves(cub)#MgCu2
394,MgF2,Rutile#TiO2
641696,LaPt2,Laves(cub)#MgCu2
23903,CrBr2,AuTe2
410313,CaC2,CaC2-I(I4/mmm)
42319,CdI2,CdI2(hR27)
9169,ZnF2,Rutile#TiO2
57072,LaGe2,ThSi2
759783,MgF2,CaCl2
634221,GdGa2,AlB2
93030,ZrO2,Zirconia#ZrO2(HT)
626143,HfCr2,Laves(cub)#MgCu2
657962,LaMg2,Laves(cub)#MgCu2
24922,PtO2,BaSi2#EuGe2
55117,Rb2Te,Fluorite#CaF2
1247,In2Bi,Ni2In#Co1.75Ge
624998,CoSe2,Pyrite#FeS2(cP12)
16984,SrBr2,SrBr2
198390,TiTe2,CdI2(hP3)
35185,Mn2Sb,Cu2Sb
607827,GdAl2,Laves(cub)#MgCu2
151190,CaAl2,Laves(cub)#MgCu2
641899,LaSb2,SmSb2
647230,NpTe2,PrOI
44797,CdI2,CdI2(hP21)
41837,Ba2Sb,La2Sb
653245,Th2Tl,CuAl2
186623,FeSb2,Marcasite#FeS2(oP6)
653523,ZrZn2,Laves(cub)#MgCu2
199703,LaRu2,Laves(cub)#MgCu2
57933,LaAl2,Laves(cub)#MgCu2
106745,NpGa2,AlB2
611710,Ce2Au,Co2Si
150517,YRe2,Laves(2H)#MgZn2
186637,FeSb2,CuAl2
759768,MnO2,CaCl2
409859,Nd2Sb,La2Sb
150271,NbS2,"(Sm,Sr)3Nb2S7"
652167,WSe2,MoS2(4H)
759740,SnO2,CaCl2
198347,CeSi2,ThSi2
104608,ZrIr2,Laves(cub)#MgCu2
199059,NbSi2,CrSi2
74668,CeC2,CaC2-I(I4/mmm)
198421,GdFe2,Laves(cub)#MgCu2
230515,ZrB2,AlB2
652601,YbSi2,AlB2
154995,PbF2,Cotunnite#PbCl2
604453,GdAl2,Laves(cub)#MgCu2
197706,PuNi2,Laves(cub)#MgCu2
652615,Zr2Si,CuAl2
605995,Zr2Ag,CuZr2
608269,LaAl2,Laves(cub)#MgCu2
230267,GeO2,CaCl2
759754,SnO2,CaCl2
604335,DyAg2,AlCr2#MoSi2
197060,Sm2In,Ni2In#Co1.75Ge
142649,NiTe2,BaSi2#EuGe2
613891,Fe2B,CuAl2
236951,MgB2,AlB2
42251,CdI2,CdI2(hP54)
184183,NdMn2,NdMn2Hx(Cmcm)
35967,PbO2,CaCl2
248525,CaSi2,EuGe2#PtTe2
248531,CaSi2,ThSi2
199878,YNi2,Laves(cub)#MgCu2
184197,NdMn2,Mn2ZrHx-frame#MgZn2
185289,Ta2N,CdI2(hP3)
35973,PbO2,CaCl2
42523,Hf2Si,CuAl2
42245,CdI2,CdI2(hP45)
637674,GeRh2,TiNiSi#MgSrSi
616862,Nd2Bi,La2Sb
628754,PuCu2,CeCu2
82707,CaF2,Fluorite#CaF2
23687,TmC2,CaC2-I(I4/mmm)
636542,HfGe2,ZrSi2
168671,TbSn2,ZrSi2
248519,CaSi2,EuGe2#PtTe2
643863,UMn2,Laves(cub)#MgCu2
58553,NaAu2,Laves(cub)#MgCu2
621980,CeRu2,Laves(cub)#MgCu2
150488,UMn2,Laves(cub)#MgCu2
601488,Fe2Mo,Laves(2H)#MgZn2
15447,ThAl2,SmNiSb
161899,NiO2,Brucite#Mg(OH)2
96028,TaSi2,CrSi2
643877,YMn2,Laves(2H)#MgZn2
199844,UOs2,Laves(cub)#MgCu2
142926,TiO2,Anatase#TiO2
42279,CdI2,CdI2(hR30)
1455,SrSi2,ThSi2
168665,ZrAs2,Co2Si
15321,SiO2,SiO2(C2221)
32775,HfO2,ZrO2(oP12)
618640,PrC2,CaC2-I(I4/mmm)
409939,GaPd2,Co2Si
42292,CdI2,CdI2(hP60)
36275,PbF2,Co2Si
72437,Te2Au,AuTe2
73729,FeF2,Rutile#TiO2
54396,Li2S,Fluorite#CaF2
647436,SiO2,Quartz(low)#SiO2
9790,CuF2,CuF2
32007,CaSi2,ThSi2
154605,TiO2,Brookite#TiO2
103985,ThGa2,AlB2
36261,SiO2,Coesite#SiO2
104032,YGa2,AlB2
653443,ZrW2,Laves(cub)#MgCu2
20365,MnF2,PbO2#Fe2N.94
626962,ZrCr2,Laves(cub)#MgCu2
109270,TiMn2,Laves(2H)#MgZn2
611116,NpAs2,PrOI
42286,CdI2,CdI2(hP33)
28711,CrO2,Rutile#TiO2
612437,TmAu2,AlCr2#MoSi2
626792,CrSi2,CrSi2
108146,CaIr2,Laves(cub)#MgCu2
617229,TlBi2,CaHg2
77573,Yb2C,NaCl(defect)
642566,LuS2,PrOI
197666,CeSi2,ThSi2
635936,GdMn2,Laves(cub)#MgCu2
153156,SbO2,HgMoO4
199887,TiCr2,Laves(2H)#MgZn2
77567,W2C,W2C(hP3)
105310,PrNi2,Laves(cub)#MgCu2
198541,HfSe2,CdI2(hP3)
38270,CeS2,LaS2
101176,LaSi2,ThSi2
108152,TaCo2,Laves(4H)#MgNi2
650610,RuSe2,Pyrite#FeS2(cP12)
652588,YSi2,AlB2
198970,ErAg2,AlCr2#MoSi2
196785,DyFe2,Laves(cub)#MgCu2
625700,ZrCo2,Laves(cub)#MgCu2
100081,SiO2,Coesite#SiO2
72190,NdI2,CuZr2
104581,TmIr2,Laves(cub)#MgCu2
623417,Co2Ge,Co2Si
164275,ErMg2,Laves(2H)#MgZn2
645792,NdRu2,Laves(cub)#MgCu2
412666,YbMg2,Laves(2H)#MgZn2
56032,TbGe2,TbGe2
158598,GeO2,CaCl2
91579,TiS2,CdI2(hP3)
42721,CrSb2,Marcasite#FeS2(oP6)
196949,NdGe2,ThSi2
40136,SiO2,Zeolite-ZSM-11-frame
2404,ZnI2,ZnBr2
15889,VO2,MoO2#VO2
280605,ZnF2,Rutile#TiO2
620644,CeCo2,Laves(cub)#MgCu2
252743,CaC2,CaC2-III(C12/m1)
16358,BaSe2,BaS2
58989,HoCd2,CaHg2
123102,ZrO2,Zirconia#ZrO2(HT)
630325,DyTc2,Laves(2H)#MgZn2
418405,LaS2,LaS2
41572,ZrO2,Baddeleyite#ZrO2(mP12)
634143,ZrFe2,Laves(cub)#MgCu2
56768,CaBr2,Rutile#TiO2
37382,CdI2,CdI2(hP36)
631985,Fe2Ge,Ni2In#Co1.75Ge
252757,CaC2,CaC2-II(C12/c1)#ThC2
100042,MoS2,MoS2(4H)
230887,SnSe2,CdI2(hP3)
58976,GdCd2,Cd2Ce
645751,NdRe2,Laves(2H)#MgZn2
199313,ErRe2,Laves(2H)#MgZn2
645989,NdSi2,GdSi1.4
24315,TaSe2,MoS2(3R)
52283,Mg2Ge,Fluorite#CaF2
608651,Nb2Al,U#Cr0.49Fe0.51
641537,LaNi2,Laves(cub)#MgCu2
646258,PrNi2,Laves(cub)#MgCu2
202835,CrO2,Rutile#TiO2
193158,SiO2,Coesite#SiO2
42084,FeSb2,Marcasite#FeS2(oP6)
105890,ScRe2,Laves(2H)#MgZn2
246905,VCl2,CdI2(hP3)
643452,MnS2,Pyrite#FeS2(cP12)
199461,CeGa2,AlB2
617003,Bi2Rh,FeAsS#CoSb2
150661,GdSi2,ThSi2
28275,MgO2,Brucite#Mg(OH)2
199449,SrSi2,ThSi2
656077,CeRu2,Laves(cub)#MgCu2
634194,ZrFe2,Laves(4H)#MgNi2
103211,DyIr2,Laves(cub)#MgCu2
633823,TbFe2,Laves(cub)#MgCu2
246087,CeO2,Fluorite#CaF2
198025,CeC2,CaC2-I(I4/mmm)
103205,Dy2In,Ni2In#Co1.75Ge
